"","AnnRet","Win","MRet","MWRet","MWPnL","MLRet","MLPnL","Ts","TDs","MDD","MDD.SD","MDD.ED","MPnL","Forces","UP","UPCLOSE","DOWN","DOWNCLOSE","HoldMins","startegy","Corr","Beta"
"3092",-30.74,4.817,-0.0205,0.7764,403,-0.0609,-32,1038,163,22.45,"20150119","20150826",-11,80,1.5,0,1.5,0,16.43,"LR2ZN",-0.03,-0.02
"3093",-11.56,5.2632,-0.0099,0.9597,500,-0.0638,-33,779,163,11.77,"20150119","20150702",-5,76,2,0,2,0,18.48,"LR2ZN",-0.03,-0.02
"3094",5.26,6.7518,0.0061,1.0171,529,-0.0671,-35,548,163,8.21,"20150415","20150702",3,53,2.5,0,2.5,0,20.23,"LR2ZN",-0.03,-0.02
"3095",10.93,8.3333,0.0194,0.9486,498,-0.065,-34,360,163,5.17,"20150707","20150826",10,32,3,0,3,0,21.56,"LR2ZN",-0.03,-0.02
"3096",-57.55,42.925,-0.0226,0.1086,30,-0.1213,-33,1894,163,44.74,"20150113","20150831",-6,112,1,0,1,0,13.3,"M2AG",0.23,0.17
"3097",-35.81,46.5035,-0.0176,0.127,35,-0.1432,-39,1430,163,27.93,"20150113","20150831",-5,106,1.5,0,1.5,0,15.19,"M2AG",0.23,0.17
"3098",-22.9,49.1329,-0.015,0.1469,40,-0.1714,-46,1038,163,19.46,"20150113","20150831",-4,86,2,0,2,0,17.15,"M2AG",0.23,0.17
"3099",-18.52,49.1379,-0.0179,0.1728,47,-0.2022,-55,696,163,15.26,"20150106","20150831",-5,63,2.5,0,2.5,0,19.29,"M2AG",0.23,0.17
"3100",-8.46,48.5714,-0.0146,0.231,63,-0.2465,-67,385,163,10.9,"20150709","20150831",-4,32,3,0,3,0,21.78,"M2AG",0.23,0.17
"3101",-70.82,43.1103,-0.0316,0.0838,23,-0.119,-32,1749,163,55.86,"20150105","20150821",-9,97,1,0,1,0,11.86,"M2AL",0.3,0.42
"3102",-44.03,47.6078,-0.0247,0.1004,27,-0.1384,-38,1275,163,32.82,"20150105","20150821",-7,83,1.5,0,1.5,0,13.86,"M2AL",0.3,0.42
"3103",-35.02,49.6115,-0.0272,0.1139,31,-0.1662,-45,901,163,26.34,"20150105","20150821",-7,69,2,0,2,0,16.03,"M2AL",0.3,0.42
"3104",-26.52,48.7805,-0.0317,0.1293,35,-0.185,-50,574,163,18.8,"20150105","20150825",-9,50,2.5,0,2.5,0,18.2,"M2AL",0.3,0.42
"3105",-9.65,52.1036,-0.0208,0.1761,48,-0.2351,-64,309,163,8.57,"20150105","20150810",-6,26,3,0,3,0,20.57,"M2AL",0.3,0.42
"3106",-64.08,49.3697,-0.0256,0.0875,24,-0.1358,-37,1904,163,50.09,"20150106","20150831",-7,105,1,0,1,0,13.07,"M2AU",0.21,0.23
"3107",-46.14,53.7102,-0.0235,0.0987,27,-0.1653,-45,1415,163,35.49,"20150108","20150831",-6,95,1.5,0,1.5,0,15.04,"M2AU",0.21,0.23
"3108",-37.12,56.3173,-0.0256,0.1119,30,-0.2028,-55,1021,163,28.88,"20150108","20150831",-7,77,2,0,2,0,17.01,"M2AU",0.21,0.23
"3109",-12.3,59.59,-0.0119,0.1354,37,-0.2292,-62,683,163,12.45,"20150115","20150831",-3,61,2.5,0,2.5,0,18.55,"M2AU",0.21,0.23
"3110",-11.71,54.2936,-0.0216,0.1976,54,-0.2821,-76,361,163,11.77,"20150115","20150312",-6,27,3,0,3,0,21.63,"M2AU",0.21,0.23
"3111",-31.82,41.8373,-0.0116,0.1207,33,-0.1068,-29,1905,163,27.44,"20150114","20150831",-3,99,1,0,1,0,12.15,"M2BU",0.22,0.16
"3112",-2.14,45.3248,-0.001,0.1409,39,-0.1186,-32,1401,163,10.07,"20150306","20150811",0,89,1.5,0,1.5,0,14.15,"M2BU",0.22,0.16
"3113",9.67,48.5159,0.0064,0.1599,44,-0.1383,-38,977,163,6.83,"20150323","20150422",2,73,2,0,2,0,16.23,"M2BU",0.22,0.16
"3114",30.24,50.6829,0.0286,0.1946,53,-0.1421,-39,659,163,3.12,"20150710","20150811",8,50,2.5,0,2.5,0,17.7,"M2BU",0.22,0.16
"3115",33.45,51.861,0.0514,0.241,66,-0.1529,-42,403,163,2.36,"20150325","20150422",14,37,3,0,3,0,19.04,"M2BU",0.22,0.16
"3116",-64.82,42.0369,-0.0247,0.0863,23,-0.1052,-28,2003,163,50.6,"20150106","20150831",-7,100,1,0,1,0,11.77,"M2CF",0.23,0.25
"3117",-43.02,46.0712,-0.0206,0.0975,26,-0.1216,-33,1489,163,33.08,"20150113","20150831",-6,94,1.5,0,1.5,0,13.58,"M2CF",0.23,0.25
"3118",-32.36,48.7992,-0.0216,0.1078,29,-0.145,-39,1041,163,25.37,"20150113","20150831",-6,79,2,0,2,0,15.66,"M2CF",0.23,0.25
"3119",-12.15,53.5398,-0.0119,0.1271,35,-0.1721,-46,678,163,12.63,"20150113","20150811",-3,55,2.5,0,2.5,0,16.46,"M2CF",0.23,0.25
"3120",-10.68,52.149,-0.0203,0.1585,43,-0.2152,-58,349,163,11.39,"20150113","20150826",-5,22,3,0,3,0,19.91,"M2CF",0.23,0.25
"3121",-52.2,47.0223,-0.0237,0.0879,24,-0.1228,-33,1612,163,38.78,"20150105","20150824",-6,89,1,0,1,0,12.52,"M2CU",0.34,0.3
"3122",-41.75,50.7137,-0.0249,0.0972,26,-0.1506,-41,1191,163,30.37,"20150105","20150824",-7,75,1.5,0,1.5,0,14.63,"M2CU",0.34,0.3
"3123",-29.39,51.7321,-0.0234,0.1128,31,-0.1695,-46,866,163,21.02,"20150105","20150824",-6,63,2,0,2,0,16.42,"M2CU",0.34,0.3
"3124",-19.66,49.2593,-0.0247,0.155,42,-0.1992,-54,540,163,14.3,"20150105","20150824",-7,46,2.5,0,2.5,0,18.94,"M2CU",0.34,0.3
"3125",-8.01,51.495,-0.0177,0.2076,57,-0.2568,-70,301,163,7.3,"20150114","20150810",-5,24,3,0,3,0,20.78,"M2CU",0.34,0.3
"3126",-73.08,32.6712,-0.0243,0.1172,32,-0.093,-25,2366,163,59.07,"20150116","20150831",-6,103,1,0,1,0,9.6,"M2FG",0.15,0.13
"3127",-35.28,37.3479,-0.015,0.1377,37,-0.1061,-29,1644,163,30.35,"20150116","20150715",-4,87,1.5,0,1.5,0,11.59,"M2FG",0.15,0.13
"3128",-15.36,41.9476,-0.0097,0.1559,42,-0.1293,-35,1068,163,18.5,"20150116","20150714",-2,74,2,0,2,0,14.07,"M2FG",0.15,0.13
"3129",-1.68,44.3769,-0.0017,0.187,51,-0.1521,-41,658,163,10.13,"20150116","20150720",0,53,2.5,0,2.5,0,15.93,"M2FG",0.15,0.13
"3130",10.14,48.5623,0.0207,0.2546,69,-0.2001,-54,313,163,6.25,"20150612","20150720",6,30,3,0,3,0,18.75,"M2FG",0.15,0.13
"3131",-57.21,54.0541,-0.0261,0.0779,21,-0.1484,-40,1628,163,43.41,"20150106","20150831",-7,101,1,0,1,0,13.66,"M2FU",0.34,0.29
"3132",-43.65,57.2607,-0.0258,0.0922,25,-0.1839,-50,1212,163,32.61,"20150107","20150831",-7,91,1.5,0,1.5,0,15.91,"M2FU",0.34,0.29
"3133",-31.42,58.7583,-0.0242,0.1114,30,-0.2174,-59,902,163,24.39,"20150106","20150813",-6,81,2,0,2,0,17.91,"M2FU",0.34,0.29
"3134",-10.98,60.5304,-0.0113,0.1371,37,-0.239,-64,641,163,13.91,"20150518","20150720",-3,57,2.5,0,2.5,0,19.69,"M2FU",0.34,0.29
"3135",-5.92,58.9674,-0.0107,0.1886,51,-0.2972,-80,368,163,12.52,"20150519","20150720",-2,33,3,0,3,0,22.18,"M2FU",0.34,0.29
"3136",-55.37,40.9334,-0.0199,0.1033,28,-0.1053,-28,2057,163,43.87,"20150119","20150831",-5,99,1,0,1,0,11.63,"M2HC",0.18,0.18
"3137",-37.64,43.3759,-0.0178,0.1177,32,-0.1216,-33,1487,163,30.95,"20150119","20150831",-5,88,1.5,0,1.5,0,13.63,"M2HC",0.18,0.18
"3138",-17.95,46.2121,-0.0115,0.132,36,-0.1347,-36,1056,163,18.04,"20150119","20150831",-3,78,2,0,2,0,15.51,"M2HC",0.18,0.18
"3139",0.92,49.6845,9e-04,0.1558,42,-0.1521,-41,634,163,5.61,"20150612","20150831",0,51,2.5,0,2.5,0,17.09,"M2HC",0.18,0.18
"3140",15.1,54.0299,0.0288,0.2114,58,-0.1859,-50,335,163,3.96,"20150323","20150422",8,21,3,0,3,0,18.28,"M2HC",0.18,0.18
"3141",-51.96,39.3924,-0.0199,0.1153,31,-0.1078,-29,1909,163,39.33,"20150107","20150821",-5,111,1,0,1,0,12.65,"M2MA",0.17,0.15
"3142",-33.56,44.4211,-0.0164,0.1208,33,-0.1261,-34,1425,163,25.69,"20150127","20150819",-4,99,1.5,0,1.5,0,14.64,"M2MA",0.17,0.15
"3143",-20.37,46.4802,-0.0133,0.1331,36,-0.1404,-38,1037,163,16.6,"20150127","20150821",-4,78,2,0,2,0,16.38,"M2MA",0.17,0.15
"3144",-16.51,47.0333,-0.0161,0.15,41,-0.1635,-44,691,163,13.41,"20150127","20150824",-4,53,2.5,0,2.5,0,18.49,"M2MA",0.17,0.15
"3145",-3.2,50.9852,-0.0051,0.188,51,-0.206,-56,406,163,7.72,"20150127","20150401",-1,27,3,0,3,0,20.29,"M2MA",0.17,0.15
"3146",-20.87,46.2926,-0.0098,0.1318,35,-0.1318,-35,998,109,9.16,"20150402","20150616",-3,62,1,0,1,0,14.72,"M2NI",0.36,0.22
"3147",-7.85,50,-0.0046,0.1482,40,-0.1573,-42,760,109,6.42,"20150512","20150616",-1,56,1.5,0,1.5,0,16.61,"M2NI",0.36,0.22
"3148",-7.41,48.8576,-0.0058,0.1687,45,-0.1725,-46,569,109,7.07,"20150714","20150831",-2,51,2,0,2,0,18.61,"M2NI",0.36,0.22
"3149",0.23,49.7512,2e-04,0.1938,52,-0.1915,-51,402,109,4.82,"20150714","20150828",0,39,2.5,0,2.5,0,20.5,"M2NI",0.36,0.22
"3150",18.29,55.144,0.0314,0.2366,63,-0.2208,-59,243,109,2.85,"20150720","20150828",8,18,3,0,3,0,22.02,"M2NI",0.36,0.22
"3151",-16.37,50.7984,-0.0055,0.0974,27,-0.1118,-30,2004,163,16.72,"20150120","20150707",-1,108,1,0,1,0,11.57,"M2OI",0.53,0.63
"3152",8.56,55.0655,0.0038,0.1155,32,-0.1331,-36,1451,163,10.54,"20150401","20150707",1,91,1.5,0,1.5,0,13.56,"M2OI",0.53,0.63
"3153",23.41,57.213,0.0144,0.1414,39,-0.1554,-42,1019,163,6.72,"20150508","20150707",4,73,2,0,2,0,15.29,"M2OI",0.53,0.63
"3154",37.54,60.5678,0.0365,0.18,49,-0.184,-50,634,163,4.89,"20150508","20150701",10,50,2.5,0,2.5,0,16.53,"M2OI",0.53,0.63
"3155",44.28,62.0061,0.082,0.27,74,-0.2249,-61,329,163,3.84,"20150527","20150703",23,21,3,0,3,0,18.33,"M2OI",0.53,0.63
"3156",-67.56,46.9204,-0.026,0.07,19,-0.1109,-30,1997,163,52.57,"20150106","20150831",-7,104,1,0,1,0,11.71,"M2P",0.61,0.55
"3157",-43.52,51.6349,-0.0212,0.0779,21,-0.1269,-34,1468,163,32.86,"20150120","20150811",-6,91,1.5,0,1.5,0,13.52,"M2P",0.61,0.55
"3158",-34.75,52.9064,-0.0239,0.0837,23,-0.1448,-39,1015,163,26.98,"20150119","20150811",-6,75,2,0,2,0,15.58,"M2P",0.61,0.55
"3159",-16.66,54.3307,-0.0176,0.1076,29,-0.1666,-45,635,163,15.9,"20150126","20150811",-5,51,2.5,0,2.5,0,17.81,"M2P",0.61,0.55
"3160",-6.82,54.9575,-0.0126,0.1296,35,-0.1861,-50,353,163,9.19,"20150126","20150612",-3,26,3,0,3,0,20.9,"M2P",0.61,0.55
"3161",-56.4,42.5684,-0.0273,0.1005,27,-0.122,-33,1534,163,42.39,"20150115","20150831",-7,91,1,0,1,0,12.66,"M2PB",0.3,0.32
"3162",-43.52,44.0138,-0.0268,0.1121,30,-0.1359,-37,1161,163,32.31,"20150115","20150831",-7,78,1.5,0,1.5,0,14.51,"M2PB",0.3,0.32
"3163",-26.1,47.9905,-0.0212,0.1236,34,-0.1547,-42,846,163,19.71,"20150115","20150831",-6,64,2,0,2,0,16.26,"M2PB",0.3,0.32
"3164",-5.32,52.3636,-0.0063,0.1531,42,-0.1816,-49,550,163,6.79,"20150206","20150828",-2,50,2.5,0,2.5,0,17.09,"M2PB",0.3,0.32
"3165",3.39,55.3398,0.007,0.195,53,-0.2259,-61,309,163,3.5,"20150325","20150427",2,30,3,0,3,0,18.73,"M2PB",0.3,0.32
"3166",-41.96,54.3696,-0.0193,0.0806,22,-0.1383,-37,1396,144,32.4,"20150106","20150709",-5,86,1,0,1,0,13.66,"M2PM",0.06,0.08
"3167",-35.18,57.7628,-0.0214,0.0864,23,-0.1688,-46,1037,144,27.92,"20150107","20150720",-6,76,1.5,0,1.5,0,15.91,"M2PM",0.06,0.08
"3168",-30.64,59.1029,-0.025,0.0981,27,-0.2029,-55,758,144,25.12,"20150108","20150720",-7,66,2,0,2,0,18.23,"M2PM",0.06,0.08
"3169",-15.27,59.3807,-0.0166,0.1201,33,-0.2165,-59,549,144,15.54,"20150114","20150720",-4,47,2.5,0,2.5,0,19.94,"M2PM",0.06,0.08
"3170",-13.8,58.0442,-0.0258,0.1514,41,-0.2709,-73,317,144,12.54,"20150119","20150720",-7,30,3,0,3,0,22.26,"M2PM",0.06,0.08
"3171",-27.89,47.1108,-0.0113,0.12,33,-0.1283,-35,1696,163,25.36,"20150105","20150703",-3,102,1,0,1,0,14.24,"M2PP",0.25,0.22
"3172",-10.68,49.5012,-0.0055,0.1376,37,-0.1457,-39,1303,163,14.68,"20150105","20150703",-1,89,1.5,0,1.5,0,16.02,"M2PP",0.25,0.22
"3173",-1.53,50.8808,-0.0011,0.1567,43,-0.1645,-44,965,163,8.66,"20150105","20150703",0,74,2,0,2,0,17.37,"M2PP",0.25,0.22
"3174",6.36,52.093,0.0063,0.1891,51,-0.1924,-52,645,163,5.59,"20150528","20150703",2,54,2.5,0,2.5,0,18.96,"M2PP",0.25,0.22
"3175",9.19,50.8523,0.0167,0.2761,75,-0.2517,-68,352,163,4.28,"20150612","20150701",5,23,3,0,3,0,21.21,"M2PP",0.25,0.22
"3176",-50.17,42.5025,-0.0181,0.1047,28,-0.1089,-29,2014,163,38.74,"20150114","20150831",-5,112,1,0,1,0,11.9,"M2RB",0.27,0.28
"3177",-25.27,46.7507,-0.0115,0.1157,31,-0.1231,-33,1508,163,20.42,"20150114","20150831",-3,98,1.5,0,1.5,0,13.66,"M2RB",0.27,0.28
"3178",-18.09,48.5196,-0.0117,0.1237,33,-0.1393,-38,1047,163,14.64,"20150106","20150831",-3,76,2,0,2,0,15.85,"M2RB",0.27,0.28
"3179",2.62,52.2659,0.0026,0.1454,39,-0.1539,-41,662,163,5.61,"20150612","20150831",1,53,2.5,0,2.5,0,17.48,"M2RB",0.27,0.28
"3180",4.79,54.9133,0.0088,0.1724,47,-0.1905,-51,346,163,4.81,"20150106","20150423",2,25,3,0,3,0,19.61,"M2RB",0.27,0.28
"3181",-62.89,32.2255,-0.0282,0.1699,46,-0.1225,-33,1685,163,62.28,"20150113","20150707",-7,106,1,0,1,0,14.49,"M2RI",0.27,0.46
"3182",-44.28,37.6534,-0.0243,0.1663,45,-0.1395,-38,1304,163,47.98,"20150108","20150707",-6,93,1.5,0,1.5,0,16.27,"M2RI",0.27,0.46
"3183",-27.48,42.7984,-0.0194,0.1743,47,-0.1644,-44,972,163,35.63,"20150108","20150707",-5,77,2,0,2,0,18.03,"M2RI",0.27,0.46
"3184",-10.53,45.7064,-0.0097,0.1993,54,-0.1856,-50,722,163,23.3,"20150108","20150707",-2,55,2.5,0,2.5,0,19.51,"M2RI",0.27,0.46
"3185",-0.46,47.8541,-6e-04,0.233,63,-0.215,-58,466,163,16.25,"20150113","20150707",0,37,3,0,3,0,20.73,"M2RI",0.27,0.46
"3186",NA,16.5785,-0.0434,0.0949,26,-0.0708,-19,2648,163,114.75,"20150105","20150831",-12,96,1,0,1,0,8.81,"M2RM",0.8,0.69
"3187",-81.14,21.9274,-0.0359,0.1038,28,-0.0752,-20,1847,163,66.76,"20150116","20150831",-10,88,1.5,0,1.5,0,10.49,"M2RM",0.8,0.69
"3188",-43.65,27.8202,-0.0264,0.121,33,-0.0833,-23,1179,163,34.28,"20150123","20150831",-7,70,2,0,2,0,12.55,"M2RM",0.8,0.69
"3189",-5.32,35.9091,-0.0054,0.1575,43,-0.0966,-26,660,163,9.58,"20150202","20150831",-1,47,2.5,0,2.5,0,15.24,"M2RM",0.8,0.69
"3190",20.45,44.5428,0.0382,0.2165,59,-0.1051,-29,339,163,4.28,"20150615","20150828",10,16,3,0,3,0,16.48,"M2RM",0.8,0.69
"3191",-18.8,54.5554,-0.007,0.1102,30,-0.1477,-40,1822,163,22.73,"20150107","20150714",-2,111,1,0,1,0,13.51,"M2RS",0.22,0.27
"3192",-4.87,57.6923,-0.0023,0.1195,32,-0.1685,-46,1378,163,14,"20150115","20150714",-1,96,1.5,0,1.5,0,15.47,"M2RS",0.22,0.27
"3193",-5.32,57.5124,-0.0035,0.1353,37,-0.1914,-52,1005,163,12.11,"20150114","20150812",-1,81,2,0,2,0,17.46,"M2RS",0.22,0.27
"3194",6.2,58.5774,0.0056,0.1594,43,-0.2118,-57,717,163,7.14,"20150527","20150714",2,60,2.5,0,2.5,0,18.95,"M2RS",0.22,0.27
"3195",5.26,56.7873,0.0077,0.1991,54,-0.2439,-66,442,163,6.82,"20150527","20150714",2,44,3,0,3,0,20.76,"M2RS",0.22,0.27
"3196",-25.27,45.9333,-0.009,0.1112,30,-0.1111,-30,1918,163,20.11,"20150325","20150831",-2,112,1,0,1,0,12.48,"M2RU",0.34,0.25
"3197",-2.75,48.0519,-0.0012,0.1285,35,-0.1212,-33,1463,163,9.92,"20150709","20150831",0,109,1.5,0,1.5,0,13.95,"M2RU",0.34,0.25
"3198",4.64,47.7842,0.0029,0.1487,40,-0.1304,-35,1038,163,7.5,"20150713","20150831",1,86,2,0,2,0,15.83,"M2RU",0.34,0.25
"3199",14.61,51.4706,0.0137,0.168,46,-0.15,-41,680,163,4.58,"20150713","20150831",4,67,2.5,0,2.5,0,17.16,"M2RU",0.34,0.25
"3200",19.96,54.1985,0.0321,0.1992,54,-0.1656,-45,393,163,2.63,"20150713","20150812",9,28,3,0,3,0,18.44,"M2RU",0.34,0.25
"3201",-44.15,56.0506,-0.019,0.1017,28,-0.173,-47,1661,163,41.73,"20150109","20150707",-5,103,1,0,1,0,14.4,"M2SF",0.2,0.22
"3202",-33.82,57.732,-0.0187,0.1138,31,-0.1996,-54,1261,163,33.28,"20150113","20150707",-5,93,1.5,0,1.5,0,16.24,"M2SF",0.2,0.22
"3203",-22.48,57.5258,-0.0158,0.1326,36,-0.2167,-58,970,163,26.55,"20150113","20150707",-4,79,2,0,2,0,17.85,"M2SF",0.2,0.22
"3204",1.85,59.1413,0.0017,0.1569,43,-0.2229,-60,722,163,16.45,"20150113","20150707",1,63,2.5,0,2.5,0,18.83,"M2SF",0.2,0.22
"3205",9.67,58.0913,0.0128,0.196,53,-0.241,-65,482,163,9.14,"20150113","20150702",4,44,3,0,3,0,20.06,"M2SF",0.2,0.22
"3206",-55.81,51.6413,-0.0277,0.0788,21,-0.1414,-38,1249,130,36.64,"20150106","20150713",-7,82,1,0,1,0,14.39,"M2SM",0.12,0.1
"3207",-47.68,54.8421,-0.0301,0.0839,23,-0.1685,-46,950,130,31.15,"20150106","20150713",-8,72,1.5,0,1.5,0,16.55,"M2SM",0.12,0.1
"3208",-37.07,55.6787,-0.0296,0.0899,24,-0.1798,-49,722,130,24.71,"20150106","20150713",-8,63,2,0,2,0,18.35,"M2SM",0.12,0.1
"3209",-22.65,54.7348,-0.0237,0.1112,30,-0.1869,-51,528,130,15.93,"20150128","20150713",-6,51,2.5,0,2.5,0,19.97,"M2SM",0.12,0.1
"3210",-15.53,53.6873,-0.0246,0.1314,36,-0.2055,-56,339,130,10.65,"20150128","20150713",-6,39,3,0,3,0,21.9,"M2SM",0.12,0.1
"3211",-21.07,53.2168,-0.0078,0.0939,25,-0.1236,-33,1259,109,9.48,"20150512","20150828",-2,67,1,0,1,0,12.2,"M2SN",0.32,0.3
"3212",-6.31,56.4795,-0.0031,0.1045,28,-0.1427,-38,926,109,6.46,"20150512","20150714",-1,61,1.5,0,1.5,0,13.93,"M2SN",0.32,0.3
"3213",0,57.1642,0,0.1197,32,-0.1598,-43,670,109,4.49,"20150512","20150707",0,49,2,0,2,0,15.24,"M2SN",0.32,0.3
"3214",4.65,56.3805,0.0047,0.1377,37,-0.1672,-45,431,109,3.54,"20150709","20150811",1,35,2.5,0,2.5,0,16.59,"M2SN",0.32,0.3
"3215",5.12,57.7406,0.0092,0.1674,45,-0.207,-55,239,109,5.12,"20150521","20150810",3,19,3,0,3,0,18.31,"M2SN",0.32,0.3
"3216",-58.45,47.3201,-0.0223,0.0968,26,-0.1293,-35,1959,163,47.25,"20150107","20150818",-6,101,1,0,1,0,12.92,"M2SR",0.26,0.27
"3217",-33.16,51.6216,-0.0156,0.1083,29,-0.1477,-40,1480,163,26.82,"20150107","20150817",-4,96,1.5,0,1.5,0,14.67,"M2SR",0.26,0.27
"3218",-30.88,52.2599,-0.0201,0.1162,32,-0.1694,-46,1062,163,24.85,"20150113","20150831",-5,79,2,0,2,0,16.75,"M2SR",0.26,0.27
"3219",-16.94,51.9886,-0.0162,0.1299,35,-0.1744,-47,704,163,16.33,"20150107","20150812",-4,54,2.5,0,2.5,0,18.35,"M2SR",0.26,0.27
"3220",-4.87,54.8148,-0.008,0.1649,45,-0.2178,-59,405,163,9.09,"20150107","20150811",-2,32,3,0,3,0,19.82,"M2SR",0.26,0.27
"3221",-46.51,42.3016,-0.0176,0.1092,30,-0.1105,-30,1903,163,35.48,"20150106","20150821",-5,98,1,0,1,0,12.57,"M2TA",0.29,0.23
"3222",-22.62,46.0627,-0.0107,0.1238,34,-0.1257,-34,1435,163,19.55,"20150106","20150701",-3,84,1.5,0,1.5,0,14.36,"M2TA",0.29,0.23
"3223",-0.92,50.5,-6e-04,0.1369,37,-0.1409,-38,1000,163,6.39,"20150203","20150707",0,62,2,0,2,0,16.36,"M2TA",0.29,0.23
"3224",9.35,51.1848,0.0094,0.164,44,-0.1526,-41,633,163,3.25,"20150119","20150121",3,45,2.5,0,2.5,0,18.17,"M2TA",0.29,0.23
"3225",20.94,55.6604,0.0415,0.2172,59,-0.1789,-48,318,163,3.13,"20150612","20150714",11,21,3,0,3,0,20.73,"M2TA",0.29,0.23
"3226",-79.75,35.3949,-0.0308,0.1128,31,-0.1094,-30,2102,163,64.92,"20150105","20150831",-8,99,1,0,1,0,10.95,"M2V",0.36,0.4
"3227",-47.37,42.3877,-0.0229,0.1257,34,-0.1323,-36,1491,163,34.69,"20150105","20150831",-6,83,1.5,0,1.5,0,12.81,"M2V",0.36,0.4
"3228",-24.3,47.5024,-0.0163,0.1396,38,-0.1572,-43,1021,163,19.21,"20150105","20150714",-4,67,2,0,2,0,14.34,"M2V",0.36,0.4
"3229",-10.68,51.3514,-0.0113,0.1673,45,-0.1998,-54,629,163,13.42,"20150119","20150714",-3,43,2.5,0,2.5,0,16.44,"M2V",0.36,0.4
"3230",-1.22,54.2424,-0.0025,0.219,60,-0.2652,-72,330,163,7.42,"20150116","20150714",0,21,3,0,3,0,18.28,"M2V",0.36,0.4
"3231",-68.9,41.9573,-0.03,0.0989,27,-0.1232,-33,1778,163,55.96,"20150106","20150812",-8,96,1,0,1,0,13.29,"M2WH",0.28,0.5
"3232",-47,48.6651,-0.0259,0.1074,29,-0.1523,-41,1311,163,40.39,"20150106","20150812",-7,87,1.5,0,1.5,0,15.36,"M2WH",0.28,0.5
"3233",-32.89,50.3125,-0.0238,0.1193,33,-0.1687,-46,960,163,30.15,"20150106","20150810",-6,75,2,0,2,0,17.03,"M2WH",0.28,0.5
"3234",-18.23,52.3659,-0.0194,0.1425,39,-0.1974,-53,634,163,21.33,"20150106","20150715",-5,61,2.5,0,2.5,0,18.42,"M2WH",0.28,0.5
"3235",-8.16,54.4737,-0.0142,0.1682,46,-0.2325,-63,380,163,14.29,"20150319","20150714",-4,35,3,0,3,0,19.89,"M2WH",0.28,0.5
"3236",-57.09,54.4218,-0.0241,0.0812,22,-0.1497,-40,1764,163,44.15,"20150107","20150812",-6,118,1,0,1,0,14.16,"M2WR",0.12,0.11
"3237",-49.81,56.9371,-0.0275,0.0904,25,-0.1833,-49,1319,163,39.2,"20150107","20150812",-7,104,1.5,0,1.5,0,16.42,"M2WR",0.12,0.11
"3238",-44.15,57.5203,-0.0321,0.1016,28,-0.2132,-58,984,163,35.61,"20150108","20150720",-8,91,2,0,2,0,18.6,"M2WR",0.12,0.11
"3239",-30.2,57.0402,-0.0301,0.123,34,-0.2333,-63,696,163,27.4,"20150114","20150812",-8,67,2.5,0,2.5,0,20.61,"M2WR",0.12,0.11
"3240",-28.85,54.3478,-0.048,0.1507,41,-0.2845,-77,414,163,25.95,"20150119","20150720",-13,42,3,0,3,0,23.49,"M2WR",0.12,0.11
"3241",-68.18,47.9098,-0.0247,0.0633,17,-0.1056,-29,2129,163,54.5,"20150120","20150831",-7,119,1,0,1,0,11.31,"M2Y",0.66,0.65
"3242",-45.77,53.6176,-0.0212,0.0708,19,-0.1276,-35,1548,163,35.63,"20150120","20150831",-6,103,1.5,0,1.5,0,13.24,"M2Y",0.66,0.65
"3243",-27.48,54.3726,-0.018,0.0875,24,-0.1437,-39,1052,163,21.74,"20150122","20150831",-5,82,2,0,2,0,15.54,"M2Y",0.66,0.65
"3244",-20.37,52.6232,-0.0219,0.1034,28,-0.161,-44,629,163,15.7,"20150120","20150831",-6,58,2.5,0,2.5,0,17.91,"M2Y",0.66,0.65
"3245",-7.71,54.8287,-0.016,0.1298,35,-0.193,-52,321,163,9.23,"20150128","20150810",-4,27,3,0,3,0,21.12,"M2Y",0.66,0.65
"3246",-47.62,43.7811,-0.0214,0.1076,29,-0.1218,-33,1608,163,36.5,"20150106","20150831",-6,77,1,0,1,0,11.96,"M2ZC",0.07,0.08
"3247",-27.75,46.4195,-0.0161,0.123,33,-0.1366,-37,1187,163,24.03,"20150119","20150812",-4,64,1.5,0,1.5,0,13.87,"M2ZC",0.07,0.08
"3248",-16.08,50.2938,-0.0127,0.1359,37,-0.1631,-44,851,163,17.14,"20150116","20150812",-3,51,2,0,2,0,15.32,"M2ZC",0.07,0.08
"3249",-11.12,48.1273,-0.0139,0.1692,46,-0.1838,-50,534,163,14.98,"20150114","20150812",-4,32,2.5,0,2.5,0,17.63,"M2ZC",0.07,0.08
"3250",-2.9,50,-0.0064,0.2185,60,-0.2313,-63,294,163,10.63,"20150116","20150811",-1,19,3,0,3,0,19.91,"M2ZC",0.07,0.08
"3251",-53.97,43.9858,-0.0234,0.0914,25,-0.1136,-31,1696,163,41.39,"20150119","20150826",-6,93,1,0,1,0,12.03,"M2ZN",0.39,0.32
"3252",-37.38,49.4462,-0.0208,0.1004,27,-0.1393,-38,1264,163,28.91,"20150119","20150826",-6,77,1.5,0,1.5,0,13.83,"M2ZN",0.39,0.32
"3253",-23.32,53.6913,-0.0177,0.1153,31,-0.172,-47,894,163,18.69,"20150317","20150826",-5,59,2,0,2,0,15.7,"M2ZN",0.39,0.32
"3254",-13.32,54.9393,-0.0154,0.1445,39,-0.2103,-57,577,163,14.04,"20150316","20150826",-4,43,2.5,0,2.5,0,17.81,"M2ZN",0.39,0.32
