"","AnnRet","Win","MRet","MWRet","MWPnL","MLRet","MLPnL","Ts","TDs","MDD","MDD.SD","MDD.ED","MPnL","Forces","UP","UPCLOSE","DOWN","DOWNCLOSE","HoldMins","startegy","Corr","Beta"
"166",6.98,47.6864,0.0025,0.1089,46,-0.0945,-40,1837,163,9.11,"20150119","20150331",1,109,1,0,1,0,12.91,"A2RU",0.33,0.21
"167",14.93,50.5353,0.0068,0.1188,51,-0.1077,-46,1401,163,5.4,"20150722","20150821",3,99,1.5,0,1.5,0,14.55,"A2RU",0.33,0.21
"168",20.29,53.1646,0.0125,0.1311,56,-0.1222,-52,1027,163,4.66,"20150723","20150821",5,90,2,0,2,0,16.02,"A2RU",0.33,0.21
"169",23.08,55.2408,0.0205,0.1464,62,-0.1349,-58,706,163,4.3,"20150723","20150821",8,67,2.5,0,2.5,0,17.03,"A2RU",0.33,0.21
"170",21.6,57.4307,0.0342,0.1769,75,-0.1582,-68,397,163,3.41,"20150722","20150818",14,27,3,0,3,0,18.88,"A2RU",0.33,0.21
"171",-32.09,59.7826,-0.0142,0.0876,37,-0.1656,-70,1564,163,27.83,"20150115","20150708",-6,106,1,0,1,0,15.59,"A2SF",0.18,0.16
"172",-19.66,60.8,-0.0107,0.0973,41,-0.1781,-76,1250,163,23.96,"20150115","20150608",-5,96,1.5,0,1.5,0,16.81,"A2SF",0.18,0.16
"173",-11.56,59.0814,-0.008,0.1092,47,-0.1773,-75,958,163,17.71,"20150205","20150608",-3,85,2,0,2,0,18.19,"A2SF",0.18,0.16
"174",-4.11,59.61,-0.0037,0.1182,50,-0.1837,-78,718,163,15.2,"20150123","20150608",-2,71,2.5,0,2.5,0,19.89,"A2SF",0.18,0.16
"175",2.93,59.0291,0.0036,0.1366,58,-0.1879,-80,515,163,9.04,"20150205","20150608",2,58,3,0,3,0,21.16,"A2SF",0.18,0.16
"176",-49.5,58.8652,-0.0265,0.0727,31,-0.1685,-72,1128,130,30.4,"20150107","20150713",-11,74,1,0,1,0,15.28,"A2SM",0.21,0.14
"177",-38.29,59.0498,-0.0251,0.0862,37,-0.1856,-79,884,130,23.01,"20150209","20150713",-11,69,1.5,0,1.5,0,16.91,"A2SM",0.21,0.14
"178",-30.12,56.9527,-0.0252,0.0987,42,-0.189,-80,676,130,18.38,"20150209","20150713",-11,65,2,0,2,0,18.34,"A2SM",0.21,0.14
"179",-21.97,55.7576,-0.0244,0.1097,47,-0.1934,-82,495,130,13.63,"20150209","20150713",-10,54,2.5,0,2.5,0,20.05,"A2SM",0.21,0.14
"180",-4.19,57.5581,-0.0064,0.1358,58,-0.1994,-84,344,130,4.75,"20150209","20150709",-3,38,3,0,3,0,21.24,"A2SM",0.21,0.14
"181",11.11,60.1536,0.004,0.0924,39,-0.1295,-55,1172,109,5.37,"20150709","20150824",2,67,1,0,1,0,12.55,"A2SN",0.46,0.37
"182",25.47,61.3088,0.0119,0.1111,47,-0.1451,-62,871,109,3.59,"20150731","20150824",5,62,1.5,0,1.5,0,13.82,"A2SN",0.46,0.37
"183",40.83,63.3491,0.0254,0.1331,56,-0.1609,-68,633,109,3.37,"20150731","20150824",11,51,2,0,2,0,15.06,"A2SN",0.46,0.37
"184",40,64.2691,0.0366,0.151,64,-0.169,-72,431,109,2.69,"20150521","20150525",15,39,2.5,0,2.5,0,16.11,"A2SN",0.46,0.37
"185",31.28,64.5038,0.0479,0.1742,74,-0.1816,-77,262,109,2.59,"20150521","20150525",20,27,3,0,3,0,17.61,"A2SN",0.46,0.37
"186",-33.69,50.2657,-0.0125,0.0894,38,-0.1155,-49,1882,163,30.49,"20150106","20150821",-5,119,1,0,1,0,13.22,"A2SR",0.28,0.22
"187",-19.52,52.7972,-0.0092,0.0999,43,-0.1312,-56,1430,163,18.44,"20150106","20150821",-4,108,1.5,0,1.5,0,15,"A2SR",0.28,0.22
"188",-3.96,54.3417,-0.0025,0.1142,49,-0.1413,-60,1071,163,10.58,"20150305","20150505",-1,89,2,0,2,0,16.37,"A2SR",0.28,0.22
"189",-0.46,53.719,-4e-04,0.1302,56,-0.152,-65,726,163,8.27,"20150305","20150423",0,69,2.5,0,2.5,0,18.01,"A2SR",0.28,0.22
"190",0.46,54.3943,6e-04,0.146,62,-0.1728,-73,421,163,7.65,"20150305","20150511",0,39,3,0,3,0,19.1,"A2SR",0.28,0.22
"191",-18.8,44.2414,-0.007,0.1092,47,-0.0993,-42,1806,163,18.93,"20150105","20150429",-3,107,1,0,1,0,13.49,"A2TA",0.34,0.21
"192",5.73,48.1022,0.0027,0.1239,53,-0.1096,-47,1370,163,11.03,"20150129","20150325",1,93,1.5,0,1.5,0,15.3,"A2TA",0.34,0.21
"193",17.52,50,0.0113,0.1411,60,-0.1184,-51,982,163,9.08,"20150130","20150325",5,72,2,0,2,0,17.04,"A2TA",0.34,0.21
"194",29.07,51.5198,0.0275,0.1702,73,-0.1241,-53,658,163,5.53,"20150203","20150325",12,56,2.5,0,2.5,0,18.17,"A2TA",0.34,0.21
"195",29.74,54.6218,0.0519,0.2157,92,-0.1452,-62,357,163,3.23,"20150305","20150324",22,30,3,0,3,0,19.61,"A2TA",0.34,0.21
"196",-46.39,43.5282,-0.0167,0.0933,40,-0.1015,-43,2001,163,36.03,"20150105","20150820",-7,93,1,0,1,0,11.89,"A2V",0.41,0.36
"197",-24.58,48.9824,-0.0114,0.1002,43,-0.1185,-51,1474,163,21.21,"20150105","20150423",-5,80,1.5,0,1.5,0,13.5,"A2V",0.41,0.36
"198",-7.86,50.0499,-0.0052,0.1228,52,-0.1335,-57,1003,163,16.61,"20150121","20150423",-2,68,2,0,2,0,15.27,"A2V",0.41,0.36
"199",7.93,52.3438,0.008,0.1535,65,-0.1518,-65,640,163,12.82,"20150120","20150423",3,46,2.5,0,2.5,0,17.28,"A2V",0.41,0.36
"200",19.8,58.2873,0.0346,0.1934,82,-0.1873,-80,362,163,6.95,"20150115","20150423",15,23,3,0,3,0,18.52,"A2V",0.41,0.36
"201",-60.8,48.8656,-0.0266,0.0753,32,-0.124,-53,1719,163,46.21,"20150105","20150828",-11,107,1,0,1,0,13.88,"A2WH",0.33,0.44
"202",-44.28,50.8732,-0.024,0.0877,37,-0.1397,-59,1317,163,33.12,"20150106","20150820",-10,97,1.5,0,1.5,0,15.35,"A2WH",0.33,0.44
"203",-22.2,55.2977,-0.0152,0.1011,43,-0.1591,-67,991,163,19.63,"20150205","20150820",-6,77,2,0,2,0,16.57,"A2WH",0.33,0.44
"204",0.77,57.7381,7e-04,0.1244,53,-0.1683,-72,672,163,10.39,"20150206","20150427",0,55,2.5,0,2.5,0,17.72,"A2WH",0.33,0.44
"205",3.55,57.5758,0.0059,0.1453,62,-0.1833,-78,396,163,6.88,"20150127","20150422",3,31,3,0,3,0,19.19,"A2WH",0.33,0.44
"206",-59.02,60.1716,-0.027,0.0684,29,-0.1712,-73,1632,163,45.33,"20150105","20150828",-11,114,1,0,1,0,15.21,"A2WR",0.15,0.11
"207",-46.14,60.6918,-0.0261,0.0796,34,-0.1892,-81,1272,163,33.76,"20150105","20150828",-11,105,1.5,0,1.5,0,16.97,"A2WR",0.15,0.11
"208",-35.15,57.3977,-0.0258,0.095,41,-0.1886,-80,953,163,26.61,"20150202","20150824",-11,91,2,0,2,0,18.71,"A2WR",0.15,0.11
"209",-25,56.4655,-0.0245,0.1093,47,-0.198,-84,696,163,19.73,"20150202","20150824",-10,78,2.5,0,2.5,0,20.37,"A2WR",0.15,0.11
"210",-19.09,55.8296,-0.029,0.128,55,-0.2274,-97,446,163,14.63,"20150115","20150824",-12,58,3,0,3,0,22.23,"A2WR",0.15,0.11
"211",-36.2,51.2147,-0.0126,0.0809,34,-0.1107,-47,2017,163,28.13,"20150107","20150821",-5,109,1,0,1,0,12.34,"A2Y",0.73,0.61
"212",-26.38,52.9212,-0.0123,0.0892,38,-0.1264,-54,1472,163,21.39,"20150106","20150505",-5,99,1.5,0,1.5,0,14.53,"A2Y",0.73,0.61
"213",-8.76,56.1272,-0.0054,0.0985,42,-0.1383,-59,1069,163,15.76,"20150107","20150505",-2,88,2,0,2,0,16.36,"A2Y",0.73,0.61
"214",-0.15,56.5714,-2e-04,0.1104,47,-0.1443,-62,700,163,9.26,"20150107","20150505",0,69,2.5,0,2.5,0,17.99,"A2Y",0.73,0.61
"215",0.61,54.2328,9e-04,0.1348,57,-0.1577,-67,378,163,6.09,"20150107","20150505",0,33,3,0,3,0,20.18,"A2Y",0.73,0.61
"216",-52.2,46.784,-0.0232,0.0757,32,-0.1101,-47,1648,163,40.16,"20150106","20150824",-10,97,1,0,1,0,12.29,"A2ZC",0.2,0.2
"217",-33.56,49.7585,-0.0189,0.0863,37,-0.1231,-53,1242,163,25.69,"20150120","20150824",-8,87,1.5,0,1.5,0,13.89,"A2ZC",0.2,0.2
"218",-22.48,51.1494,-0.0176,0.0977,42,-0.1383,-59,870,163,19.17,"20150128","20150824",-7,75,2,0,2,0,15.78,"A2ZC",0.2,0.2
"219",-8.61,52.1352,-0.0101,0.1204,52,-0.1522,-65,562,163,10.89,"20150128","20150605",-4,63,2.5,0,2.5,0,17.12,"A2ZC",0.2,0.2
"220",-4.11,53.4426,-0.009,0.1411,60,-0.1813,-77,305,163,6.67,"20150127","20150522",-4,35,3,0,3,0,18.98,"A2ZC",0.2,0.2
"221",-30.88,50.7772,-0.0139,0.0775,33,-0.1081,-46,1544,163,22.39,"20150105","20150821",-6,83,1,0,1,0,12.9,"A2ZN",0.42,0.3
"222",-17.66,53.6524,-0.01,0.086,37,-0.1211,-52,1191,163,13.36,"20150113","20150824",-4,75,1.5,0,1.5,0,14.45,"A2ZN",0.42,0.3
"223",-12.15,55.0926,-0.0094,0.0925,40,-0.1344,-57,864,163,10.27,"20150203","20150824",-4,63,2,0,2,0,16.28,"A2ZN",0.42,0.3
"224",-3.51,54.5614,-0.004,0.1116,48,-0.1428,-61,570,163,7.17,"20150205","20150505",-2,53,2.5,0,2.5,0,17.36,"A2ZN",0.42,0.3
"225",4.64,56.6978,0.0092,0.1431,61,-0.1661,-71,321,163,4.11,"20150202","20150505",4,31,3,0,3,0,19.43,"A2ZN",0.42,0.3
"226",-95.93,36.6587,-0.0526,0.0624,33,-0.1192,-63,1664,163,87.67,"20150105","20150821",-28,90,1,0,1,0,12.14,"AG2AL",0.3,0.84
"227",-77.33,44.4353,-0.0511,0.0665,35,-0.1451,-77,1213,163,63.1,"20150105","20150812",-27,81,1.5,0,1.5,0,14.08,"AG2AL",0.3,0.84
"228",-59.69,50.3928,-0.0502,0.0766,40,-0.1789,-95,891,163,46.81,"20150105","20150812",-27,68,2,0,2,0,15.6,"AG2AL",0.3,0.84
"229",-39.58,52.6957,-0.0486,0.0957,51,-0.2094,-111,575,163,30.23,"20150105","20150812",-26,48,2.5,0,2.5,0,17.38,"AG2AL",0.3,0.84
"230",-27.2,50.3226,-0.0602,0.118,62,-0.2408,-128,310,163,21.63,"20150105","20150724",-32,22,3,0,3,0,20.5,"AG2AL",0.3,0.84
"231",NA,27.7311,-0.0409,0.0498,26,-0.0757,-40,2499,163,102.31,"20150105","20150828",-22,121,1,0,1,0,10.04,"AG2AU",0.85,1.3
"232",-79.84,35.6742,-0.0364,0.0522,27,-0.0856,-45,1780,163,65.14,"20150105","20150831",-19,107,1.5,0,1.5,0,11.84,"AG2AU",0.85,1.3
"233",-52.67,41.3026,-0.0318,0.0617,32,-0.0976,-52,1213,163,39.17,"20150105","20150831",-17,86,2,0,2,0,13.45,"AG2AU",0.85,1.3
"234",-27.89,45.3552,-0.0263,0.0799,42,-0.1144,-61,732,163,20.04,"20150105","20150827",-14,55,2.5,0,2.5,0,15.5,"AG2AU",0.85,1.3
"235",-12.44,47.3008,-0.0214,0.0976,51,-0.1282,-68,389,163,10.54,"20150105","20150709",-12,35,3,0,3,0,16.95,"AG2AU",0.85,1.3
"236",-53.62,43.9861,-0.0196,0.0877,46,-0.1038,-55,2012,163,40.22,"20150105","20150819",-10,106,1,0,1,0,12.02,"AG2BU",0.14,0.14
"237",-37.38,45.9623,-0.0177,0.0982,52,-0.1163,-62,1486,163,27.13,"20150105","20150819",-9,88,1.5,0,1.5,0,13.79,"AG2BU",0.14,0.14
"238",-23.04,47.5755,-0.0144,0.1067,56,-0.1243,-66,1093,163,15.84,"20150105","20150820",-8,70,2,0,2,0,15.12,"AG2BU",0.14,0.14
"239",-15.79,49.0515,-0.0144,0.1103,58,-0.1344,-71,738,163,10.76,"20150105","20150820",-8,53,2.5,0,2.5,0,16.54,"AG2BU",0.14,0.14
"240",-9.2,48.9655,-0.0141,0.1225,65,-0.1451,-77,435,163,6.58,"20150105","20150216",-8,29,3,0,3,0,18.17,"AG2BU",0.14,0.14
"241",-66.83,46.646,-0.0319,0.0692,36,-0.1202,-63,1610,163,51.68,"20150105","20150824",-17,88,1,0,1,0,12.45,"AG2CU",0.47,0.7
"242",-49.69,54.0928,-0.0305,0.0762,40,-0.1561,-82,1185,163,36.74,"20150105","20150821",-16,78,1.5,0,1.5,0,14.28,"AG2CU",0.47,0.7
"243",-36.2,56.5268,-0.0296,0.0878,46,-0.1822,-96,858,163,26.53,"20150105","20150821",-16,65,2,0,2,0,15.91,"AG2CU",0.47,0.7
"244",-18.52,59.7148,-0.0223,0.1083,57,-0.2158,-114,561,163,15.65,"20150105","20150812",-12,47,2.5,0,2.5,0,17.07,"AG2CU",0.47,0.7
"245",-13.61,57.4603,-0.0288,0.1309,69,-0.2444,-129,315,163,13.62,"20150105","20150804",-15,22,3,0,3,0,19.36,"AG2CU",0.47,0.7
"246",-63.86,55.7805,-0.0317,0.0615,33,-0.1492,-79,1531,163,49.75,"20150105","20150821",-17,105,1,0,1,0,14.89,"AG2FU",0.1,0.1
"247",-53.5,56.6102,-0.0333,0.0721,39,-0.1708,-91,1180,163,40.37,"20150106","20150828",-18,96,1.5,0,1.5,0,16.7,"AG2FU",0.1,0.1
"248",-38.42,56.2708,-0.0301,0.0897,48,-0.1842,-98,901,163,28.48,"20150106","20150828",-16,75,2,0,2,0,18.47,"AG2FU",0.1,0.1
"249",-21.5,56.0358,-0.0217,0.1069,57,-0.1857,-99,671,163,16.43,"20150119","20150828",-12,56,2.5,0,2.5,0,19.77,"AG2FU",0.1,0.1
"250",-15.5,55.3812,-0.0233,0.1217,65,-0.2033,-109,446,163,11.26,"20150106","20150828",-13,35,3,0,3,0,21.76,"AG2FU",0.1,0.1
"251",-68.49,42.8571,-0.0262,0.0775,41,-0.104,-55,2016,163,56.2,"20150106","20150821",-14,107,1,0,1,0,12.1,"AG2HC",0.22,0.29
"252",-50.05,47.8772,-0.0238,0.0819,43,-0.1209,-64,1531,163,40.57,"20150106","20150821",-13,99,1.5,0,1.5,0,13.66,"AG2HC",0.22,0.29
"253",-39.58,51.0929,-0.0255,0.083,44,-0.1389,-74,1098,163,30.7,"20150106","20150825",-14,83,2,0,2,0,15.14,"AG2HC",0.22,0.29
"254",-23.32,53.041,-0.0225,0.0995,53,-0.1604,-85,707,163,17.97,"20150114","20150812",-12,62,2.5,0,2.5,0,16.56,"AG2HC",0.22,0.29
"255",-15.65,52.459,-0.0286,0.1106,59,-0.1821,-96,366,163,12.92,"20150114","20150812",-15,33,3,0,3,0,18.12,"AG2HC",0.22,0.29
"256",-38.85,47.5191,-0.0184,0.0848,44,-0.1118,-58,1048,109,22.72,"20150401","20150810",-10,66,1,0,1,0,14.23,"AG2NI",0.36,0.25
"257",-33.14,48.6726,-0.0203,0.0876,45,-0.1227,-64,791,109,18.75,"20150401","20150821",-11,58,1.5,0,1.5,0,16.25,"AG2NI",0.36,0.25
"258",-20.87,49.9162,-0.0162,0.0993,51,-0.1314,-69,597,109,11.56,"20150401","20150821",-9,45,2,0,2,0,17.77,"AG2NI",0.36,0.25
"259",-11.74,50.6849,-0.0122,0.1042,54,-0.1318,-69,438,109,7.48,"20150401","20150703",-7,36,2.5,0,2.5,0,18.99,"AG2NI",0.36,0.25
"260",-8.72,50.7353,-0.0145,0.1094,57,-0.1421,-74,272,109,5.6,"20150401","20150819",-8,19,3,0,3,0,20.96,"AG2NI",0.36,0.25
"261",-71.02,49.9694,-0.0339,0.0687,36,-0.1364,-72,1635,163,56.88,"20150108","20150825",-18,93,1,0,1,0,12.3,"AG2PB",0.36,0.68
"262",-46.88,56.0474,-0.0267,0.0778,41,-0.1601,-85,1265,163,36.08,"20150108","20150819",-14,87,1.5,0,1.5,0,13.51,"AG2PB",0.36,0.68
"263",-33.16,56.8456,-0.0253,0.0929,49,-0.181,-96,913,163,25.14,"20150108","20150825",-14,77,2,0,2,0,14.97,"AG2PB",0.36,0.68
"264",-16.94,58.0645,-0.0194,0.1126,60,-0.2023,-108,589,163,12.98,"20150112","20150825",-11,51,2.5,0,2.5,0,16.45,"AG2PB",0.36,0.68
"265",-3.51,59.1429,-0.0064,0.1349,71,-0.211,-113,350,163,5.36,"20150114","20150216",-4,21,3,0,3,0,17.95,"AG2PB",0.36,0.68
"266",-81.57,40.7656,-0.0346,0.0764,40,-0.111,-59,1933,163,69.14,"20150105","20150821",-18,112,1,0,1,0,12.76,"AG2RB",0.22,0.33
"267",-63.21,45.417,-0.033,0.0839,44,-0.1303,-69,1451,163,51.97,"20150106","20150821",-18,100,1.5,0,1.5,0,14.76,"AG2RB",0.22,0.33
"268",-47.74,49.4053,-0.0316,0.0856,45,-0.146,-78,1093,163,37.9,"20150106","20150821",-17,81,2,0,2,0,16.12,"AG2RB",0.22,0.33
"269",-30.47,51.1757,-0.0292,0.0967,51,-0.1611,-86,723,163,22.8,"20150106","20150821",-16,57,2.5,0,2.5,0,18.06,"AG2RB",0.22,0.33
"270",-19.8,50,-0.0343,0.1113,59,-0.1798,-96,392,163,15.31,"20150105","20150807",-18,26,3,0,3,0,19.08,"AG2RB",0.22,0.33
"271",-40.99,49.9737,-0.0153,0.0849,45,-0.1155,-61,1899,163,31.7,"20150105","20150824",-8,106,1,0,1,0,12.93,"AG2RU",0.38,0.34
"272",-20.37,54.243,-0.0093,0.0935,49,-0.1313,-70,1473,163,16.37,"20150105","20150706",-5,93,1.5,0,1.5,0,14.29,"AG2RU",0.38,0.34
"273",-7.27,56.9519,-0.0043,0.1026,54,-0.1457,-77,1122,163,9.97,"20150105","20150526",-2,81,2,0,2,0,15.41,"AG2RU",0.38,0.34
"274",-9.2,55.3642,-0.0081,0.1101,58,-0.1548,-82,755,163,8.63,"20150105","20150709",-4,64,2.5,0,2.5,0,17.27,"AG2RU",0.38,0.34
"275",-10.83,54.9065,-0.0168,0.1214,64,-0.185,-98,428,163,8.4,"20150105","20150529",-9,29,3,0,3,0,19.21,"AG2RU",0.38,0.34
"276",-26.77,56.7816,-0.0097,0.0716,37,-0.1165,-61,1305,109,19.47,"20150402","20150812",-5,67,1,0,1,0,11.56,"AG2SN",0.38,0.42
"277",-8.28,61.3101,-0.0038,0.0813,42,-0.1387,-72,977,109,10.45,"20150402","20150812",-2,57,1.5,0,1.5,0,12.95,"AG2SN",0.38,0.42
"278",2.54,62.9734,0.0015,0.0941,49,-0.1561,-81,713,109,7.62,"20150430","20150812",1,42,2,0,2,0,14.01,"AG2SN",0.38,0.42
"279",3.94,63.8393,0.0039,0.1092,57,-0.1821,-95,448,109,6.08,"20150416","20150709",2,30,2.5,0,2.5,0,15.33,"AG2SN",0.38,0.42
"280",8.93,66.0448,0.0143,0.1236,64,-0.1982,-104,268,109,4.01,"20150430","20150720",7,16,3,0,3,0,17.21,"AG2SN",0.38,0.42
"281",-70.31,57.4468,-0.0314,0.0604,32,-0.1554,-82,1739,163,56.84,"20150105","20150824",-17,115,1,0,1,0,14.56,"AG2WR",0.08,0.1
"282",-55.02,58.3271,-0.0306,0.0731,39,-0.1757,-93,1327,163,43.33,"20150105","20150824",-16,103,1.5,0,1.5,0,16.44,"AG2WR",0.08,0.1
"283",-39.45,57.6389,-0.0277,0.0924,49,-0.1911,-101,1008,163,30.4,"20150105","20150824",-15,83,2,0,2,0,18.17,"AG2WR",0.08,0.1
"284",-24.86,57.6043,-0.0229,0.1091,58,-0.2024,-107,743,163,19.36,"20150105","20150825",-12,63,2.5,0,2.5,0,19.6,"AG2WR",0.08,0.1
"285",-17.95,56.9388,-0.0246,0.1296,69,-0.2285,-121,490,163,15.3,"20150105","20150807",-13,41,3,0,3,0,21.14,"AG2WR",0.08,0.1
"286",-76.22,48.4284,-0.0354,0.0722,38,-0.1364,-72,1718,163,61.25,"20150105","20150819",-19,92,1,0,1,0,11.92,"AG2ZN",0.4,0.75
"287",-60.47,52.2516,-0.0352,0.0789,42,-0.1601,-84,1288,163,45.74,"20150105","20150812",-18,84,1.5,0,1.5,0,13.64,"AG2ZN",0.4,0.75
"288",-40.35,55.5799,-0.0313,0.0934,49,-0.1875,-99,914,163,30.07,"20150105","20150812",-16,69,2,0,2,0,15.39,"AG2ZN",0.4,0.75
"289",-18.66,59.7064,-0.0206,0.1111,59,-0.2156,-113,613,163,15.17,"20150105","20150812",-11,48,2.5,0,2.5,0,16.38,"AG2ZN",0.4,0.75
"290",-14.92,59.1331,-0.031,0.1322,70,-0.267,-140,323,163,12.45,"20150105","20150812",-16,24,3,0,3,0,18.29,"AG2ZN",0.4,0.75
"291",-72.69,26.8293,-0.034,0.0493,31,-0.0645,-41,1681,163,56.98,"20150105","20150825",-22,94,1,0,1,0,12.03,"AL2AU",0.23,0.18
"292",-52.67,33.7694,-0.0316,0.0555,35,-0.076,-49,1223,163,38.55,"20150106","20150825",-20,82,1.5,0,1.5,0,14.07,"AL2AU",0.23,0.18
"293",-40.61,37.9391,-0.0338,0.0587,37,-0.0903,-58,854,163,28.89,"20150105","20150825",-22,74,2,0,2,0,16.18,"AL2AU",0.23,0.18
"294",-25.83,41.5861,-0.0343,0.0681,43,-0.1072,-69,517,163,17.61,"20150105","20150825",-22,45,2.5,0,2.5,0,18.39,"AL2AU",0.23,0.18
"295",-16.8,46.0145,-0.0409,0.075,48,-0.1397,-89,276,163,11.69,"20150105","20150813",-26,19,3,0,3,0,21,"AL2AU",0.23,0.18
"296",-72.59,27.6904,-0.0359,0.056,36,-0.071,-46,1589,163,56.94,"20150105","20150820",-23,83,1,0,1,0,12.4,"AL2BU",0.25,0.11
"297",-56.86,30.6452,-0.0358,0.062,40,-0.079,-51,1178,163,42.06,"20150105","20150820",-23,73,1.5,0,1.5,0,14.24,"AL2BU",0.25,0.11
"298",-43.4,34.2012,-0.0367,0.0657,42,-0.0899,-58,845,163,30.81,"20150105","20150820",-24,56,2,0,2,0,16.06,"AL2BU",0.25,0.11
"299",-30.34,36.4726,-0.0359,0.0693,44,-0.0963,-62,584,163,20.85,"20150105","20150820",-23,39,2.5,0,2.5,0,17.89,"AL2BU",0.25,0.11
"300",-21.08,36.1186,-0.0385,0.0778,49,-0.1042,-67,371,163,13.99,"20150105","20150820",-25,25,3,0,3,0,19.35,"AL2BU",0.25,0.11
"301",-65.46,32.3547,-0.03,0.0523,33,-0.0693,-45,1669,163,51.54,"20150106","20150824",-19,78,1,0,1,0,11.19,"AL2CU",0.6,0.39
"302",-43.02,40.525,-0.0252,0.0592,38,-0.0827,-53,1219,163,33.05,"20150106","20150824",-16,68,1.5,0,1.5,0,12.96,"AL2CU",0.6,0.39
"303",-27.75,46.7145,-0.0228,0.0661,42,-0.1007,-65,837,163,22.49,"20150108","20150813",-15,52,2,0,2,0,14.91,"AL2CU",0.6,0.39
"304",-20.65,47.1624,-0.0273,0.0793,50,-0.1225,-79,511,163,16.66,"20150108","20150707",-18,34,2.5,0,2.5,0,17.12,"AL2CU",0.6,0.39
"305",-11.12,50,-0.0248,0.0875,55,-0.1371,-88,298,163,9.47,"20150112","20150707",-16,16,3,0,3,0,17.81,"AL2CU",0.6,0.39
"306",-53.97,29.2944,-0.0283,0.0598,39,-0.0649,-42,1403,163,39.9,"20150106","20150825",-18,72,1,0,1,0,12.57,"AL2FU",0.33,0.22
"307",-40.73,39.8167,-0.0295,0.0601,39,-0.0887,-57,982,163,29.21,"20150106","20150825",-19,66,1.5,0,1.5,0,15.41,"AL2FU",0.33,0.22
"308",-29.93,43.9266,-0.0292,0.0716,47,-0.1081,-69,708,163,21.25,"20150106","20150825",-18,56,2,0,2,0,17.44,"AL2FU",0.33,0.22
"309",-17.09,46.0699,-0.0251,0.0947,62,-0.1275,-82,458,163,12.58,"20150106","20150821",-16,39,2.5,0,2.5,0,19.9,"AL2FU",0.33,0.22
"310",-9.05,45.0382,-0.023,0.145,94,-0.1607,-103,262,163,7.18,"20150106","20150821",-14,21,3,0,3,0,23.37,"AL2FU",0.33,0.22
"311",-70.62,24.6769,-0.0338,0.0623,40,-0.0653,-42,1625,163,55.2,"20150106","20150825",-22,80,1,0,1,0,11.84,"AL2HC",0.25,0.16
"312",-51.72,28.3427,-0.0302,0.0652,42,-0.068,-44,1249,163,38.22,"20150106","20150825",-19,69,1.5,0,1.5,0,13.19,"AL2HC",0.25,0.16
"313",-33.43,33.6416,-0.0269,0.0686,44,-0.0754,-48,865,163,24.01,"20150106","20150825",-17,63,2,0,2,0,14.83,"AL2HC",0.25,0.16
"314",-19.37,36.8231,-0.0236,0.0763,48,-0.0818,-52,554,163,13.92,"20150114","20150824",-15,41,2.5,0,2.5,0,15.96,"AL2HC",0.25,0.16
"315",-6.22,42.7119,-0.014,0.0921,59,-0.0931,-60,295,163,6.43,"20150115","20150709",-9,24,3,0,3,0,16.08,"AL2HC",0.25,0.16
"316",-56.59,32.7586,-0.035,0.0648,41,-0.0837,-54,870,109,30.6,"20150401","20150825",-22,59,1,0,1,0,15.12,"AL2NI",0.52,0.16
"317",-46.55,32.6252,-0.0363,0.0736,47,-0.0895,-57,659,109,24.11,"20150401","20150825",-23,51,1.5,0,1.5,0,17.37,"AL2NI",0.52,0.16
"318",-35.67,37.3518,-0.0345,0.0756,48,-0.1002,-64,506,109,17.42,"20150401","20150825",-22,44,2,0,2,0,19.12,"AL2NI",0.52,0.16
"319",-23.06,39.8374,-0.0293,0.0836,53,-0.104,-67,369,109,10.76,"20150401","20150825",-19,32,2.5,0,2.5,0,20.48,"AL2NI",0.52,0.16
"320",-8.07,43.6364,-0.0165,0.1037,66,-0.1096,-70,220,109,3.93,"20150401","20150612",-11,19,3,0,3,0,21.3,"AL2NI",0.52,0.16
"321",-65.25,32.0796,-0.0367,0.0419,27,-0.0739,-47,1356,163,49.83,"20150108","20150825",-23,68,1,0,1,0,11.56,"AL2PB",0.62,0.38
"322",-46.64,39.5303,-0.0329,0.0463,30,-0.0847,-54,1022,163,33.9,"20150108","20150825",-21,60,1.5,0,1.5,0,12.96,"AL2PB",0.62,0.38
"323",-35.81,39.7711,-0.0359,0.0555,35,-0.0962,-61,699,163,25.45,"20150108","20150825",-23,54,2,0,2,0,15.02,"AL2PB",0.62,0.38
"324",-21.92,44.7894,-0.033,0.0631,40,-0.111,-71,451,163,15.42,"20150112","20150825",-21,40,2.5,0,2.5,0,16.47,"AL2PB",0.62,0.38
"325",-14.05,49.2366,-0.0358,0.066,42,-0.1346,-86,262,163,9.71,"20150112","20150825",-23,21,3,0,3,0,18.58,"AL2PB",0.62,0.38
"326",-74.05,28.9286,-0.0348,0.0514,33,-0.0699,-45,1680,163,58.71,"20150106","20150825",-22,86,1,0,1,0,12.08,"AL2RB",0.38,0.28
"327",-57.09,32.8854,-0.0335,0.056,36,-0.0774,-50,1265,163,42.74,"20150106","20150825",-22,77,1.5,0,1.5,0,13.86,"AL2RB",0.38,0.28
"328",-40.73,37.4593,-0.0314,0.0612,39,-0.0869,-56,921,163,29.43,"20150106","20150825",-20,64,2,0,2,0,15.54,"AL2RB",0.38,0.28
